# fig2b-labels-ones
# 573
# x y
4.3962	0.922
5.3947	-0.0111
6.099	-0.3867
0.8113	-0.6973
6.022	-0.4824
4.4006	-0.3072
3.5421	0.047
5.0795	-0.7677
3.6221	-2.129
4.3177	0.4572
6.7566	1.5012
2.5336	0.1673
5.0846	0.5046
2.1776	-0.8661
8.0629	2.0477
4.9564	-0.0025
1.6882	0.0678
5.2022	0.0237
6.6196	1.3733
2.5226	-0.9557
2.3015	0.7532
3.9265	-0.1894
8.1514	1.1808
7.0976	1.6153
5.3902	0.2354
4.5597	1.0362
1.0712	-1.0361
6.3093	1.5044
1.9142	-1.2609
2.4147	0.4452
4.7064	1.1979
4.0813	0.1624
0.1138	-1.2481
3.5666	0.2091
5.1997	1.4017
3.6754	0.8889
4.4965	-0.1296
1.806	-0.0312
5.866	1.9514
5.5681	-0.2227
3.1148	-0.4187
2.6313	0.3171
5.9109	1.4229
6.3848	1.6343
5.3771	0.1698
5.6073	-0.2811
4.3893	-0.6844
3.0015	-0.6432
4.1659	-0.6845
3.9459	0.7666
2.6496	0.4546
5.2166	0.9527
4.3846	1.3029
1.0699	-0.2503
4.7039	-0.7064
3.676	-0.9677
7.5272	1.3667
5.624	0.6439
6.6016	-0.6872
2.7299	-0.0648
2.8305	-0.925
4.4914	0.1846
2.8059	0.4079
-1.1332	-0.3029
5.5791	1.2399
6.3152	1.9831
7.538	1.4888
2.9007	-1.529
1.566	-0.3245
4.2586	-0.2575
5.796	1.4182
5.2683	0.8731
5.4133	0.0941
6.7349	0.8746
3.4277	0.0479
8.6442	3.0389
4.5408	0.6157
0.7133	-0.0532
1.9602	-2.2491
5.251	-0.6927
4.2255	0.5798
1.9924	0.2423
2.2827	-2.5863
2.5425	0.4986
3.932	-0.396
2.7625	0.6585
4.9226	0.1351
3.7602	0.3471
2.2534	0.7091
1.5482	-0.4602
5.4585	0.6661
3.8217	-0.8244
4.8022	0.2548
1.0317	0.6794
4.358	0.5736
4.7687	0.4128
3.6359	0.326
4.3111	1.0294
3.6516	-0.1974
6.4338	2.1295
0.9183	-0.7125
3.4539	-0.4765
1.1379	-0.9598
4.3368	-0.3185
5.884	0.1565
3.7242	-1.2875
5.3062	-0.0951
5.7851	0.8833
5.9861	0.2132
3.626	-0.5996
0.9778	0.3088
5.7396	1.1302
5.7914	0.8755
3.6222	0.9026
