# fig2b-labels-zeros
# 763
# x y
-4.2473	1.8722
-3.4515	2.3501
-3.4095	0.9734
-3.3974	2.1226
-3.8789	1.5957
-3.5942	2.1477
-3.4481	1.19
-3.1466	2.3293
-2.6711	0.7531
-4.4005	2.3477
-3.498	1.0597
-3.3265	1.5232
-3.6356	1.5921
-4.2012	1.8115
-2.5563	1.5795
-4.0267	2.1328
-3.3882	1.5901
-3.789	1.9416
-3.1153	2.2523
-3.4168	1.3547
-3.6876	1.2401
-3.5886	1.8223
-3.3523	0.3643
-1.9679	2.2065
-3.8532	1.4756
-3.6802	1.8995
-3.728	2.1384
-2.2325	0.4182
-3.0413	2.1265
-3.013	2.2818
-3.2465	0.2051
-3.1445	1.9338
-3.6755	1.6222
-4.3075	2.3752
-2.3137	0.9347
-3.8164	2.269
-3.7784	1.773
-3.1921	1.5299
-4.0054	1.86
-2.6954	1.1677
-3.3999	1.1515
-3.6136	0.0401
-2.9487	1.7517
-3.6996	1.7984
-3.8878	1.3117
-2.8878	0.183
-3.563	1.6788
-3.3697	1.9993
-3.9083	2.4204
-4.034	2.0554
-4.1778	2.039
-3.6884	1.8385
-3.928	1.9164
-2.4009	0.8773
-3.7525	1.4473
-3.5289	2.4281
-3.8702	1.6717
-2.7767	1.5481
-4.2537	1.8748
-3.8712	1.6968
-3.7499	1.2274
-2.8698	2.1807
-3.8166	1.3926
-2.68	1.6905
-3.6128	1.4712
-3.1677	1.1061
-4.0558	2.3265
-3.3022	1.9577
-3.442	1.3706
-3.096	1.0145
-3.641	0.9845
-3.7463	1.9343
-3.1444	1.4714
-4.013	1.3971
-2.6231	1.1149
-3.5725	1.8808
-3.5036	1.9802
-3.9824	1.7082
-3.6277	1.321
-3.6921	1.7434
-3.9883	2.4515
-4.1869	2.1972
-3.7859	2.0957
-4.1518	2.1851
-3.3939	2.3947
-3.0372	1.8431
-3.7464	2.154
-3.4567	1.7834
-4.3131	2.3416
-3.7708	2.3717
-4.4855	1.96
-3.5362	1.8862
-3.4027	1.5761
-4.1266	2.6472
-3.63	2.0388
-3.1233	2.0279
-3.3911	1.9454
-3.8155	2.6188
-3.7799	0.8016
-4.0601	2.3418
-3.4282	1.9241
-3.1748	1.5952
-4.0036	1.4868
-3.1658	1.556
-4.0315	1.0546
-4.1728	2.5712
-3.9332	1.8717
-3.5911	1.1861
-3.3494	1.3505
-3.7813	1.7864
-4.2107	2.516
-3.4538	0.9551
-3.033	1.3846
-2.8292	0.9045
-3.655	1.8621
-3.6842	2.2965
-1.9108	0.7461
-3.9402	1.27
-3.6594	2.6663
-3.1658	2.385
-3.5246	2.3884
-3.1509	1.137
-3.8083	2.1532
-2.8854	1.2964
-2.9359	1.2584
-3.1645	1.6389
-0.0835	1.6858
-2.5789	1.0882
-3.311	0.5209
-4.066	1.3694
-2.8398	1.0697
-3.4445	2.2758
-3.4634	1.8231
-4.0403	2.3015
-3.7976	1.925
-2.8413	1.855
-3.3254	2.2203
-2.912	1.542
-3.639	1.9058
-2.639	1.901
-3.5847	1.9938
-4.2119	1.4559
-3.2567	1.9064
-4.5618	1.8041
-4.0307	1.6183
-2.9363	0.7919
-3.9906	1.7829
-2.9751	1.3611
-3.0367	0.7192
-3.5918	2.2134
-3.5292	1.2295
-3.6987	2.236
-3.3742	2.1314
-2.8804	0.2986
-3.5199	1.5986
-3.2862	1.0864
-3.2091	1.5742
-3.0957	1.4653
-3.7094	0.8773
-3.1064	2.2441
-3.076	1.1917
-2.9328	2.0104
-2.9706	1.4773
-3.6869	2.2797
-3.1452	1.697
-3.3768	1.4121
-1.5132	0.0745
-3.5	1.5751
-3.9139	1.6625
-3.5958	2.2302
-3.8563	1.645
-3.7935	1.9851
-3.387	0.8624
-3.9462	2.1413
-3.4383	0.9037
-3.7241	1.4517
-3.1475	-0.2536
-4.357	2.3961
-3.5573	2.3384
-4.2255	2.6677
-2.5412	0.6881
-2.125	1.763
-3.3049	1.2416
-3.9045	1.3009
-3.3435	1.529
-3.7152	1.883
-3.4973	1.6122
-3.1167	1.2156
-3.8884	2.0389
-3.9478	1.3014
-1.4426	1.3306
-2.3743	1.2849
0.1025	1.6827
-0.6767	1.3752
0.5713	-0.5954
-1.1586	0.9919
0.0883	1.6148
-1.3585	0.0163
-1.2418	0.5582
-1.1192	1.2725
-2.2909	1.3338
-1.9542	0.5238
-1.3348	0.4525
0.5981	0.5107
-0.312	1.1062
-0.7988	1.0941
0.217	0.7397
1.3235	1.0539
-1.8619	0.2339
0.3554	-0.2096
-2.1725	0.4907
0.1446	0.9971
-0.9799	1.8276
-1.9309	1.1695
-0.3538	0.1554
-0.5807	0.629
-2.4395	1.1937
-1.9491	1.2174
-1.7559	2.1993
-0.5705	1.2684
-0.8831	0.2561
-2.6204	1.2825
-1.8697	0.7887
-1.2546	0.4478
0.5707	0.7761
-2.6632	0.5866
1.4308	0.7086
-0.1251	1.1864
-2.2859	1.9417
-1.5461	0.0212
-1.4452	1.2245
-0.862	1.0974
-2.6017	1.0551
-2.3778	2.0383
-1.6779	0.1223
-1.9951	0.7854
-0.8027	0.7545
-2.2394	0.4351
0.5696	1.5524
-1.2865	-0.5487
-0.0181	1.1743
-2.0139	0.4022
-0.0476	1.8327
-0.2263	2.142
-1.0443	-1.5389
-0.8293	-0.1206
-1.6722	-0.3152
-0.9744	1.6254
0.2871	1.4417
-1.0599	1.2449
1.5804	1.4296
0.3868	1.0979
2.8241	2.0734
-2.2131	1.1576
0.6024	1.5766
-1.853	0.7616
-2.1191	-0.0558
-0.7266	-1.1102
0.3582	0.9645
0.0384	-0.7735
-2.6934	0.6855
-2.1596	1.5412
1.0579	1.0078
-0.9494	1.7208
1.4659	1.3145
-1.5566	0.2812
-1.8169	0.567
0.0743	0.5504
-0.6897	0.6228
-1.6734	0.3614
-1.396	1.9389
-1.6742	1.4143
0.5733	0.6964
-1.4674	1.1134
-1.6692	1.5059
-1.5375	0.6185
-0.5334	1.3264
-2.5548	2.13
-0.9335	0.8346
-0.462	1.4227
-0.5846	0.9565
-1.6052	0.626
-1.2734	1.4506
-2.1713	1.2783
-2.0621	0.3983
0.1079	-0.8476
-2.4287	1.0655
-1.2602	0.7937
-1.7222	0.5196
0.6555	0.2579
1.2741	1.2909
0.7187	0.6397
0.7281	0.5494
-0.9544	0.1239
-0.1063	0.6763
-1.4444	0.514
-1.4841	0.0453
-1.184	0.4013
-0.7141	-0.0621
0.1482	1.6406
-1.0482	1.1959
-2.2074	0.839
-1.3262	0.9954
-1.2703	1.2547
-2.0212	0.0021
-1.666	1.0392
-2.7937	1.0319
0.4269	0.7661
1.7269	1.0437
-0.4268	0.6394
-2.0708	0.4894
0.1254	-0.2938
0.1994	0.4916
-1.3608	0.6229
0.7964	1.1675
-0.3587	0.0922
0.441	-0.1562
-0.6695	0.9054
-0.9673	-0.4565
-0.7804	-0.4494
-1.6433	1.0248
0.0709	-0.0265
-1.2405	0.4937
-1.5592	0.7125
-0.7937	0.5769
-2.7321	1.2961
-1.3462	-1.0844
-0.284	1.5615
-1.7354	0.4959
-0.8975	2.0595
-0.2522	0.9495
-1.6459	0.8156
-0.361	-1.0754
-2.559	0.7218
1.5598	0.8576
0.4098	-0.2874
-0.2017	0.2339
0.0993	-0.1797
0.8694	1.0563
1.554	0.5561
-1.7975	0.4531
0.6896	0.8026
-1.4637	0.5062
0.0263	1.4082
-1.151	1.567
-1.3224	1.2882
-0.1021	0.1297
-1.4753	0.4033
-1.0918	-0.0608
0.2069	0.5537
-1.1731	0.5879
-2.1626	0.7219
-0.9827	1.7536
-1.9261	1.3054
-0.7245	-0.4568
-0.4246	0.6437
0.0682	2.0497
-1.2384	1.2402
2.9462	2.1264
-0.5057	0.2905
-0.8986	0.905
0.4276	1.8545
-1.5701	1.2304
-2.0685	0.9925
-0.9284	1.3133
-1.9865	0.5805
-0.8623	0.9964
1.8531	0.8993
0.4341	0.9665
0.2421	0.459
-0.2706	-0.2922
1.5257	0.9062
-2.3915	1.0521
-0.4899	1.6234
-1.9707	0.3961
-1.378	-0.06
-0.3361	0.9551
0.3308	1.6486
-2.4491	1.2026
0.5078	0.71
2.5625	-0.6101
2.8439	0.8981
2.5178	-0.2858
0.944	0.5544
2.2208	-0.5282
7.092	0.6935
2.6429	-1.3468
0.4723	0.0623
2.6893	1.1833
3.847	0.3703
1.1544	-2.8422
1.2744	-0.8163
1.6184	0.4974
1.2009	0.7343
0.7315	0.3479
1.2274	0.2824
2.9443	0.4413
2.423	-0.073
0.9278	-0.8707
1.8559	-0.8792
2.4985	1.0156
0.7474	0.1813
1.9852	-0.4807
0.9912	0.9542
2.2834	-0.8179
1.396	0.646
1.8355	0.4611
1.4568	-0.3757
4.1347	1.5848
5.337	-0.054
2.5429	0.6198
4.5217	1.015
2.3293	0.768
2.661	-0.8273
1.5322	0.358
1.5915	-0.0549
1.042	-0.8219
-0.3698	-1.7076
1.6535	0.3197
-0.147	-0.45
0.921	-0.396
4.5475	1.0235
5.4056	0.0093
0.8192	0.5256
1.2276	0.3768
3.1136	-0.5296
-0.6976	0.443
2.7059	0.5407
2.7713	-0.1024
5.8807	2.2309
4.0524	1.1201
1.3952	0.9167
2.667	0.7199
1.2351	-0.9912
4.074	0.0653
2.5273	0.5801
4.6287	0.8125
2.2698	0.0868
0.7496	0.1712
1.9097	1.2116
3.5966	-0.8241
0.7007	0.5507
1.9483	-0.0916
1.31	0.0442
2.9896	0.2493
1.6322	-0.1399
2.8965	-0.7265
0.6399	0.4934
1.0943	0.7429
2.7764	-0.743
2.4764	-0.8345
4.1988	1.227
0.3972	0.2845
1.4073	-1.3187
3.2683	0.3271
4.5981	-0.2079
-1.4859	-0.1349
1.6163	0.4075
2.0329	-0.4051
0.2121	0.3751
3.92	1.0221
1.6267	-0.0467
0.4539	-0.233
4.4957	-0.7707
2.0496	-1.2839
0.7712	-0.8814
1.0506	-0.2935
2.5889	-1.0822
1.419	-0.863
1.9762	0.3939
3.1029	1.1738
0.0275	-0.9108
3.1093	1.5255
1.9511	0.7794
1.5759	1.0878
1.8094	-0.6541
1.3842	1.0373
1.5204	-0.1365
-0.9769	0.5602
0.1348	-0.695
0.1745	-0.241
4.0086	1.2148
1.6176	0.5778
2.6969	0.3079
1.2884	-1.1113
1.2703	-0.1544
0.5077	0.5193
1.9588	0.3881
2.0241	0.3304
1.8107	0.2544
1.3138	0.1811
2.9014	0.0159
1.8535	0.0517
4.7504	1.3345
1.1182	1.3736
0.8525	0.8269
3.6548	-0.618
1.8734	0.6953
1.8969	1.9976
1.1006	-0.1255
2.5771	-0.4324
2.7744	1.0632
2.1824	-0.0645
4.4201	0.3918
2.8307	-1.5219
2.3635	0.2243
1.3352	-0.1148
1.6739	-1.0983
2.4814	-0.0154
3.8207	0.6473
2.2083	-1.0563
3.1398	0.5746
3.4109	0.3196
2.0422	0.4059
2.5867	1.1501
0.2113	0.0514
-0.689	-0.1866
-0.8147	-0.1623
4.1148	0.3695
1.324	1.6767
2.3267	-0.8163
0.9057	-1.2173
2.3016	1.2137
0.656	-1.2005
2.1847	0.0864
5.4282	0.4709
-1.033	-1.2929
1.7435	-0.1348
2.4467	0.2478
2.7232	0.1889
2.373	-1.5808
3.7481	0.9663
1.6036	-1.0197
0.4413	-0.0053
1.1358	-1.529
4.9447	0.2356
2.0181	0.0542
1.6131	-0.0198
0.5475	1.0145
3.2746	-0.3046
3.8993	1.3511
1.7486	-0.7268
2.9597	-0.5405
3.5567	0.1614
1.6166	-0.6244
0.6962	-0.1787
1.8001	-0.2337
2.8118	-0.7892
3.3664	0.0594
0.1063	0.2506
4.9208	1.1265
0.2603	1.1265
4.1033	0.1706
2.9687	0.3757
3.9049	2.0538
-0.8609	0.2648
5.9313	1.35
3.9172	0.9862
1.1053	1.0575
4.3715	0.243
3.999	1.6606
1.9742	0.9899
2.3524	0.8601
3.3904	0.5227
4.7297	0.6731
4.237	1.3894
3.2446	1.2933
0.8408	1.2652
4.2865	0.5496
2.8439	0.8981
-1.3226	0.4179
-2.6375	1.0481
-1.0833	-0.103
-2.0136	0.7394
-0.8989	0.5966
-1.4282	0.8575
1.1514	-0.1558
-0.9031	-0.4792
-2.367	1.0702
-0.8576	0.5058
-1.9082	0.0244
0.2363	-0.2258
-0.7735	0.5254
-1.6829	0.6347
-1.8571	-0.4404
-2.0172	1.3334
-1.2425	0.263
0.2342	0.0763
-1.8997	1.0383
-0.6902	0.5444
-1.8246	0.1936
1.1014	-0.0392
0.5666	1.0202
0.2214	0.4721
-1.359	-0.4342
0.3808	-0.066
-0.4227	0.5686
-0.0157	1.2964
-0.2832	-1.0721
-1.9228	0.6459
-0.7345	0.546
0.7102	0.3204
-0.8475	0.974
0.0846	1.8717
0.425	-0.1876
-1.5468	-0.0839
0.8679	-0.375
0.9831	0.8587
-1.1979	1.0298
-0.9267	0.5107
-1.58	1.2325
-2.2244	0.0914
0.0926	0.5077
-0.3606	0.5292
-2.3864	0.9832
-1.2618	0.5533
-1.2094	-1.5997
-1.3586	0.5173
-1.2691	0.589
0.7212	0.2771
0.1071	0.3587
1.2914	0.868
-0.6474	1.8053
0.7675	0.6387
-2.042	1.0352
-1.9615	1.1451
-1.4341	1.1464
-1.9801	1.0223
-0.8111	-0.0433
0.7197	-0.2799
0.8658	1.6277
-0.3599	0.4584
0.0227	0.1242
1.5662	0.4752
-1.0562	-0.0169
1.2909	0.095
-0.7121	1.1988
-0.5185	-0.0158
-0.522	0.2645
-2.0029	0.6614
0.1593	-0.4819
-1.7379	0.8544
-1.9451	0.3173
1.0879	1.4918
-0.2669	-0.2483
-0.4083	0.9665
-1.2288	1.6541
-1.8849	0.2119
0.6217	0.4659
1.3172	0.1597
-2.5138	0.7874
-1.7455	-0.0717
1.5832	0.888
-1.6026	0.326
-1.5141	0.0419
-1.3492	0.6607
-0.6648	-0.2028
-0.1165	0.8745
-1.819	0.2758
2.2931	0.8848
-1.043	0.4916
-2.591	1.1082
1.3959	0.7051
-1.7322	0.399
0.4727	1.987
-1.423	-0.1504
0.7771	0.134
-1.3171	1.1549
-0.9072	0.386
-1.2724	-0.1434
-0.4772	1.1195
-0.8974	0.2811
-0.433	-0.1785
-0.0819	0.6599
-2.0342	1.6208
-0.1056	1.3486
-1.2667	-0.0369
